,date,club,value,squad_s
4510,01/07/2017,Hapoel Haifa,7930000,24
4511,01/07/2017,Hapoel Tel Aviv,8050000,23
4512,01/07/2017,Ironi Kiryat Shmona,3600000,22
4513,01/07/2017,Hapoel Jerusalem,2700000,23
4514,01/07/2017,Maccabi Bnei Reineh,0,
4515,01/07/2017,Hapoel Hadera,200000,26
4516,01/07/2017,Ihud Bnei Sakhnin,5330000,21
4517,01/07/2017,Sekzia Ness Ziona,400000,12
4518,01/07/2017,Maccabi Petah Tikva,6330000,23
4519,01/07/2017,Bnei Yehuda Tel Aviv,6100000,21
4520,01/07/2017,Hapoel Nof HaGalil,1980000,23
4521,01/07/2017,Hapoel Umm al-Fahm,25000,3
4522,01/07/2017,Hapoel Ramat Gan,1350000,23
4523,01/07/2017,Hapoel Rishon leZion,2030000,22
4524,01/07/2017,Hapoel Petah Tikva,2530000,21
4525,01/07/2017,Ironi Tiberias,300000,5
4526,01/07/2017,SC Kfar Qasem,550000,19
4527,01/07/2017,Hapoel Kfar Saba,4450000,20
4528,01/07/2017,Hapoel Acre,3800000,20
4529,01/07/2017,Hapoel Ramat haSharon,1630000,24
4530,01/07/2017,Agudat Sport Ashdod,0,2
4531,01/07/2017,Hapoel Afula,1330000,25
4532,15/07/2017,Maccabi Haifa,15450000,30
4533,15/07/2017,Maccabi Tel Aviv,17150000,27
4534,15/07/2017,Hapoel Beer Sheva,12780000,24
4535,15/07/2017,Maccabi Netanya,3600000,26
4536,15/07/2017,FC Ashdod,5100000,24
4537,15/07/2017,Beitar Jerusalem,12580000,22
4538,15/07/2017,Hapoel Haifa,7230000,23
4539,15/07/2017,Hapoel Tel Aviv,5200000,26
4540,15/07/2017,Ironi Kiryat Shmona,4550000,19
4541,15/07/2017,Hapoel Jerusalem,2730000,23
4542,15/07/2017,Maccabi Bnei Reineh,0,
4543,15/07/2017,Hapoel Hadera,1200000,33
4544,15/07/2017,Ihud Bnei Sakhnin,5450000,22
4545,15/07/2017,Sekzia Ness Ziona,350000,12
4546,15/07/2017,Maccabi Petah Tikva,6530000,19
4547,15/07/2017,Bnei Yehuda Tel Aviv,4400000,21
4548,15/07/2017,Hapoel Nof HaGalil,2630000,24
4549,15/07/2017,Hapoel Umm al-Fahm,25000,4
4550,15/07/2017,Hapoel Ramat Gan,1800000,27
4551,15/07/2017,Hapoel Rishon leZion,1850000,23
4552,15/07/2017,Hapoel Petah Tikva,2530000,23
4553,15/07/2017,Ironi Tiberias,300000,9
4554,15/07/2017,SC Kfar Qasem,450000,19
4555,15/07/2017,Hapoel Kfar Saba,3350000,20
4556,15/07/2017,Hapoel Acre,3580000,25
4557,15/07/2017,Hapoel Ramat haSharon,1430000,23
4558,15/07/2017,Agudat Sport Ashdod,0,2
4559,15/07/2017,Hapoel Afula,925000,23
4560,01/08/2017,Maccabi Haifa,11900000,30
4561,01/08/2017,Maccabi Tel Aviv,17150000,26
4562,01/08/2017,Hapoel Beer Sheva,13580000,25
4563,01/08/2017,Maccabi Netanya,3750000,27
4564,01/08/2017,FC Ashdod,4750000,23
4565,01/08/2017,Beitar Jerusalem,12580000,23
4566,01/08/2017,Hapoel Haifa,7430000,23
4567,01/08/2017,Hapoel Tel Aviv,5450000,26
4568,01/08/2017,Ironi Kiryat Shmona,5550000,20
4569,01/08/2017,Hapoel Jerusalem,2650000,22
4570,01/08/2017,Maccabi Bnei Reineh,0,
4571,01/08/2017,Hapoel Hadera,875000,30
4572,01/08/2017,Ihud Bnei Sakhnin,5550000,25
4573,01/08/2017,Sekzia Ness Ziona,350000,13
4574,01/08/2017,Maccabi Petah Tikva,6530000,18
4575,01/08/2017,Bnei Yehuda Tel Aviv,4400000,21
4576,01/08/2017,Hapoel Nof HaGalil,2630000,25
4577,01/08/2017,Hapoel Umm al-Fahm,25000,4
4578,01/08/2017,Hapoel Ramat Gan,1200000,24
4579,01/08/2017,Hapoel Rishon leZion,1400000,20
4580,01/08/2017,Hapoel Petah Tikva,3180000,27
4581,01/08/2017,Ironi Tiberias,300000,9
4582,01/08/2017,SC Kfar Qasem,450000,18
4583,01/08/2017,Hapoel Kfar Saba,1900000,19
4584,01/08/2017,Hapoel Acre,3530000,25
4585,01/08/2017,Hapoel Ramat haSharon,1680000,26
4586,01/08/2017,Agudat Sport Ashdod,0,2
4587,01/08/2017,Hapoel Afula,1030000,24
4588,01/08/2017,Hapoel Raanana,7980000,24
4589,01/08/2017,Hapoel Ashkelon,7980000,24
4590,15/08/2017,Maccabi Haifa,12800000,30
4591,15/08/2017,Maccabi Tel Aviv,19150000,27
4592,15/08/2017,Hapoel Beer Sheva,13580000,25
4593,15/08/2017,Maccabi Netanya,4250000,28
4594,15/08/2017,FC Ashdod,3400000,20
4595,15/08/2017,Beitar Jerusalem,12580000,23
4596,15/08/2017,Hapoel Haifa,7430000,25
4597,15/08/2017,Hapoel Tel Aviv,5450000,26
4598,15/08/2017,Ironi Kiryat Shmona,6150000,24
4599,15/08/2017,Hapoel Jerusalem,2900000,22
4600,15/08/2017,Maccabi Bnei Reineh,0,
4601,15/08/2017,Hapoel Hadera,1000000,31
4602,15/08/2017,Ihud Bnei Sakhnin,5550000,25
4603,15/08/2017,Sekzia Ness Ziona,375000,14
4604,15/08/2017,Maccabi Petah Tikva,6530000,18
4605,15/08/2017,Bnei Yehuda Tel Aviv,4400000,21
4606,15/08/2017,Hapoel Nof HaGalil,2580000,24
4607,15/08/2017,Hapoel Umm al-Fahm,25000,3
4608,15/08/2017,Hapoel Ramat Gan,1200000,24
4609,15/08/2017,Hapoel Rishon leZion,1450000,21
4610,15/08/2017,Hapoel Petah Tikva,3180000,27
4611,15/08/2017,Ironi Tiberias,300000,10
4612,15/08/2017,SC Kfar Qasem,450000,18
4613,15/08/2017,Hapoel Kfar Saba,1900000,19
4614,15/08/2017,Hapoel Acre,2780000,24
4615,15/08/2017,Hapoel Ramat haSharon,1680000,27
4616,15/08/2017,Agudat Sport Ashdod,0,2
4617,15/08/2017,Hapoel Afula,1030000,24
4618,15/08/2017,Hapoel Raanana,7980000,24
4619,15/08/2017,Hapoel Ashkelon,7980000,24
4620,30/08/2017,Hapoel Raanana,7980000,24
4621,30/08/2017,Hapoel Ashkelon,7980000,24
4622,01/09/2017,Maccabi Haifa,14650000,28
4623,01/09/2017,Maccabi Tel Aviv,23550000,27
4624,01/09/2017,Hapoel Beer Sheva,19100000,28
4625,01/09/2017,Maccabi Netanya,4550000,28
4626,01/09/2017,FC Ashdod,3900000,23
4627,01/09/2017,Beitar Jerusalem,12100000,22
4628,01/09/2017,Hapoel Haifa,6780000,24
4629,01/09/2017,Hapoel Tel Aviv,5000000,27
4630,01/09/2017,Ironi Kiryat Shmona,6350000,24
4631,01/09/2017,Hapoel Jerusalem,2050000,18
4632,01/09/2017,Maccabi Bnei Reineh,0,
4633,01/09/2017,Hapoel Hadera,1000000,29
4634,01/09/2017,Ihud Bnei Sakhnin,5300000,25
4635,01/09/2017,Sekzia Ness Ziona,375000,13
4636,01/09/2017,Maccabi Petah Tikva,7080000,23
4637,01/09/2017,Bnei Yehuda Tel Aviv,5300000,22
4638,01/09/2017,Hapoel Nof HaGalil,2630000,30
4639,01/09/2017,Hapoel Umm al-Fahm,25000,3
4640,01/09/2017,Hapoel Ramat Gan,1200000,24
4641,01/09/2017,Hapoel Rishon leZion,1450000,23
4642,01/09/2017,Hapoel Petah Tikva,2600000,22
4643,01/09/2017,Ironi Tiberias,300000,10
4644,01/09/2017,SC Kfar Qasem,375000,19
4645,01/09/2017,Hapoel Kfar Saba,2000000,23
4646,01/09/2017,Hapoel Acre,2530000,25
4647,01/09/2017,Hapoel Ramat haSharon,1830000,32
4648,01/09/2017,Agudat Sport Ashdod,0,2
4649,01/09/2017,Hapoel Afula,1050000,25
4650,01/09/2017,Hapoel Raanana,7980000,24
4651,01/09/2017,Hapoel Ashkelon,7980000,24
4652,15/09/2017,Maccabi Haifa,14550000,25
4653,15/09/2017,Maccabi Tel Aviv,24200000,25
4654,15/09/2017,Hapoel Beer Sheva,19450000,29
4655,15/09/2017,Maccabi Netanya,4450000,25
4656,15/09/2017,FC Ashdod,3900000,24
4657,15/09/2017,Beitar Jerusalem,12800000,23
4658,15/09/2017,Hapoel Haifa,7080000,24
4659,15/09/2017,Hapoel Tel Aviv,4500000,25
4660,15/09/2017,Ironi Kiryat Shmona,6050000,23
4661,15/09/2017,Hapoel Jerusalem,2250000,20
4662,15/09/2017,Maccabi Bnei Reineh,0,
4663,15/09/2017,Hapoel Hadera,1000000,24
4664,15/09/2017,Ihud Bnei Sakhnin,5700000,26
4665,15/09/2017,Sekzia Ness Ziona,375000,14
4666,15/09/2017,Maccabi Petah Tikva,7630000,24
4667,15/09/2017,Bnei Yehuda Tel Aviv,6250000,23
4668,15/09/2017,Hapoel Nof HaGalil,1600000,22
4669,15/09/2017,Hapoel Umm al-Fahm,25000,3
4670,15/09/2017,Hapoel Ramat Gan,1200000,22
4671,15/09/2017,Hapoel Rishon leZion,1100000,22
4672,15/09/2017,Hapoel Petah Tikva,2400000,20
4673,15/09/2017,Ironi Tiberias,300000,11
4674,15/09/2017,SC Kfar Qasem,375000,19
4675,15/09/2017,Hapoel Kfar Saba,1980000,21
4676,15/09/2017,Hapoel Acre,1900000,23
4677,15/09/2017,Hapoel Ramat haSharon,1250000,26
4678,15/09/2017,Agudat Sport Ashdod,200000,3
4679,15/09/2017,Hapoel Afula,1200000,21
4680,15/09/2017,Hapoel Raanana,7980000,24
4681,15/09/2017,Hapoel Ashkelon,7980000,24
4682,30/09/2017,Hapoel Raanana,7980000,24
4683,30/09/2017,Hapoel Ashkelon,7980000,24
4684,01/10/2017,Maccabi Haifa,15550000,26
4685,01/10/2017,Maccabi Tel Aviv,24200000,25
4686,01/10/2017,Hapoel Beer Sheva,19450000,29
4687,01/10/2017,Maccabi Netanya,4450000,25
4688,01/10/2017,FC Ashdod,3900000,24
4689,01/10/2017,Beitar Jerusalem,12800000,23
4690,01/10/2017,Hapoel Haifa,7080000,24
4691,01/10/2017,Hapoel Tel Aviv,4500000,25
4692,01/10/2017,Ironi Kiryat Shmona,6050000,23
4693,01/10/2017,Hapoel Jerusalem,2250000,21
4694,01/10/2017,Maccabi Bnei Reineh,0,
4695,01/10/2017,Hapoel Hadera,1600000,25
4696,01/10/2017,Ihud Bnei Sakhnin,5700000,26
4697,01/10/2017,Sekzia Ness Ziona,375000,14
4698,01/10/2017,Maccabi Petah Tikva,7630000,24
4699,01/10/2017,Bnei Yehuda Tel Aviv,6250000,23
4700,01/10/2017,Hapoel Nof HaGalil,1600000,22
4701,01/10/2017,Hapoel Umm al-Fahm,200000,5
4702,01/10/2017,Hapoel Ramat Gan,1200000,22
4703,01/10/2017,Hapoel Rishon leZion,1100000,23
4704,01/10/2017,Hapoel Petah Tikva,2400000,21
4705,01/10/2017,Ironi Tiberias,325000,12
4706,01/10/2017,SC Kfar Qasem,375000,19
4707,01/10/2017,Hapoel Kfar Saba,1980000,22
4708,01/10/2017,Hapoel Acre,2250000,24
4709,01/10/2017,Hapoel Ramat haSharon,1250000,26
4710,01/10/2017,Agudat Sport Ashdod,200000,3
4711,01/10/2017,Hapoel Afula,1200000,21
4712,01/10/2017,Hapoel Raanana,7980000,24
4713,01/10/2017,Hapoel Ashkelon,7980000,24
4714,15/10/2017,Maccabi Haifa,15550000,26
4715,15/10/2017,Maccabi Tel Aviv,24200000,25
4716,15/10/2017,Hapoel Beer Sheva,19450000,29
4717,15/10/2017,Maccabi Netanya,4450000,25
4718,15/10/2017,FC Ashdod,3900000,24
4719,15/10/2017,Beitar Jerusalem,12800000,23
4720,15/10/2017,Hapoel Haifa,7080000,24
4721,15/10/2017,Hapoel Tel Aviv,4500000,25
4722,15/10/2017,Ironi Kiryat Shmona,6050000,23
4723,15/10/2017,Hapoel Jerusalem,2250000,21
4724,15/10/2017,Maccabi Bnei Reineh,0,
4725,15/10/2017,Hapoel Hadera,1600000,24
4726,15/10/2017,Ihud Bnei Sakhnin,5700000,26
4727,15/10/2017,Sekzia Ness Ziona,175000,8
4728,15/10/2017,Maccabi Petah Tikva,7630000,24
4729,15/10/2017,Bnei Yehuda Tel Aviv,6250000,23
4730,15/10/2017,Hapoel Nof HaGalil,1600000,23
4731,15/10/2017,Hapoel Umm al-Fahm,300000,6
4732,15/10/2017,Hapoel Ramat Gan,1200000,21
4733,15/10/2017,Hapoel Rishon leZion,1100000,23
4734,15/10/2017,Hapoel Petah Tikva,2400000,21
4735,15/10/2017,Ironi Tiberias,325000,13
4736,15/10/2017,SC Kfar Qasem,300000,15
4737,15/10/2017,Hapoel Kfar Saba,1980000,23
4738,15/10/2017,Hapoel Acre,2250000,24
4739,15/10/2017,Hapoel Ramat haSharon,1250000,26
4740,15/10/2017,Agudat Sport Ashdod,200000,3
4741,15/10/2017,Hapoel Afula,1200000,21
4742,15/10/2017,Hapoel Raanana,7980000,24
4743,15/10/2017,Hapoel Ashkelon,7980000,24
4744,30/10/2017,Hapoel Raanana,7980000,24
4745,30/10/2017,Hapoel Ashkelon,7980000,24
4746,01/11/2017,Maccabi Haifa,15550000,26
4747,01/11/2017,Maccabi Tel Aviv,24200000,25
4748,01/11/2017,Hapoel Beer Sheva,19450000,29
4749,01/11/2017,Maccabi Netanya,4450000,25
4750,01/11/2017,FC Ashdod,3900000,24
4751,01/11/2017,Beitar Jerusalem,12800000,23
4752,01/11/2017,Hapoel Haifa,7080000,24
4753,01/11/2017,Hapoel Tel Aviv,4500000,25
4754,01/11/2017,Ironi Kiryat Shmona,6050000,23
4755,01/11/2017,Hapoel Jerusalem,2250000,21
4756,01/11/2017,Maccabi Bnei Reineh,0,
4757,01/11/2017,Hapoel Hadera,1600000,24
4758,01/11/2017,Ihud Bnei Sakhnin,5700000,26
4759,01/11/2017,Sekzia Ness Ziona,175000,8
4760,01/11/2017,Maccabi Petah Tikva,7730000,25
4761,01/11/2017,Bnei Yehuda Tel Aviv,6250000,23
4762,01/11/2017,Hapoel Nof HaGalil,1600000,22
4763,01/11/2017,Hapoel Umm al-Fahm,300000,6
4764,01/11/2017,Hapoel Ramat Gan,1200000,21
4765,01/11/2017,Hapoel Rishon leZion,1100000,23
4766,01/11/2017,Hapoel Petah Tikva,2700000,22
4767,01/11/2017,Ironi Tiberias,325000,13
4768,01/11/2017,SC Kfar Qasem,300000,15
4769,01/11/2017,Hapoel Kfar Saba,1980000,23
4770,01/11/2017,Hapoel Acre,2250000,24
4771,01/11/2017,Hapoel Ramat haSharon,1250000,26
4772,01/11/2017,Agudat Sport Ashdod,200000,3
4773,01/11/2017,Hapoel Afula,1200000,21
4774,01/11/2017,Hapoel Raanana,7980000,24
4775,01/11/2017,Hapoel Ashkelon,7980000,24
4776,15/11/2017,Maccabi Haifa,15550000,26
4777,15/11/2017,Maccabi Tel Aviv,24200000,25
4778,15/11/2017,Hapoel Beer Sheva,19450000,29
4779,15/11/2017,Maccabi Netanya,4450000,25
4780,15/11/2017,FC Ashdod,3900000,24
4781,15/11/2017,Beitar Jerusalem,12800000,23
4782,15/11/2017,Hapoel Haifa,7080000,24
4783,15/11/2017,Hapoel Tel Aviv,4500000,25
4784,15/11/2017,Ironi Kiryat Shmona,6050000,23
4785,15/11/2017,Hapoel Jerusalem,2250000,21
4786,15/11/2017,Maccabi Bnei Reineh,0,
4787,15/11/2017,Hapoel Hadera,1600000,22
4788,15/11/2017,Ihud Bnei Sakhnin,5700000,26
4789,15/11/2017,Sekzia Ness Ziona,175000,8
4790,15/11/2017,Maccabi Petah Tikva,7730000,25
4791,15/11/2017,Bnei Yehuda Tel Aviv,6250000,23
4792,15/11/2017,Hapoel Nof HaGalil,1600000,21
4793,15/11/2017,Hapoel Umm al-Fahm,300000,6
4794,15/11/2017,Hapoel Ramat Gan,1200000,21
4795,15/11/2017,Hapoel Rishon leZion,1100000,23
4796,15/11/2017,Hapoel Petah Tikva,2700000,22
4797,15/11/2017,Ironi Tiberias,325000,13
4798,15/11/2017,SC Kfar Qasem,300000,15
4799,15/11/2017,Hapoel Kfar Saba,1980000,23
4800,15/11/2017,Hapoel Acre,2250000,24
4801,15/11/2017,Hapoel Ramat haSharon,1250000,26
4802,15/11/2017,Agudat Sport Ashdod,200000,3
4803,15/11/2017,Hapoel Afula,1200000,21
4804,15/11/2017,Hapoel Raanana,7980000,24
4805,15/11/2017,Hapoel Ashkelon,7980000,24
4806,30/11/2017,Hapoel Raanana,7980000,24
4807,30/11/2017,Hapoel Ashkelon,7980000,24
4808,01/12/2017,Maccabi Haifa,15550000,26
4809,01/12/2017,Maccabi Tel Aviv,24200000,25
4810,01/12/2017,Hapoel Beer Sheva,19450000,29
4811,01/12/2017,Maccabi Netanya,4450000,25
4812,01/12/2017,FC Ashdod,3900000,24
4813,01/12/2017,Beitar Jerusalem,12800000,23
4814,01/12/2017,Hapoel Haifa,7080000,24
4815,01/12/2017,Hapoel Tel Aviv,4500000,25
4816,01/12/2017,Ironi Kiryat Shmona,6050000,23
4817,01/12/2017,Hapoel Jerusalem,2250000,21
4818,01/12/2017,Maccabi Bnei Reineh,0,
4819,01/12/2017,Hapoel Hadera,1600000,21
4820,01/12/2017,Ihud Bnei Sakhnin,5700000,26
4821,01/12/2017,Sekzia Ness Ziona,175000,8
4822,01/12/2017,Maccabi Petah Tikva,7730000,25
4823,01/12/2017,Bnei Yehuda Tel Aviv,6250000,23
4824,01/12/2017,Hapoel Nof HaGalil,1600000,21
4825,01/12/2017,Hapoel Umm al-Fahm,450000,9
4826,01/12/2017,Hapoel Ramat Gan,1200000,21
4827,01/12/2017,Hapoel Rishon leZion,1100000,23
4828,01/12/2017,Hapoel Petah Tikva,2700000,22
4829,01/12/2017,Ironi Tiberias,325000,13
4830,01/12/2017,SC Kfar Qasem,300000,15
4831,01/12/2017,Hapoel Kfar Saba,1980000,23
4832,01/12/2017,Hapoel Acre,2250000,24
4833,01/12/2017,Hapoel Ramat haSharon,1250000,26
4834,01/12/2017,Agudat Sport Ashdod,200000,3
4835,01/12/2017,Hapoel Afula,1500000,22
4836,01/12/2017,Hapoel Raanana,7980000,24
4837,01/12/2017,Hapoel Ashkelon,7980000,24
4838,15/12/2017,Maccabi Haifa,15550000,26
4839,15/12/2017,Maccabi Tel Aviv,24200000,25
4840,15/12/2017,Hapoel Beer Sheva,19450000,29
4841,15/12/2017,Maccabi Netanya,4450000,25
4842,15/12/2017,FC Ashdod,3950000,25
4843,15/12/2017,Beitar Jerusalem,12800000,23
4844,15/12/2017,Hapoel Haifa,7080000,24
4845,15/12/2017,Hapoel Tel Aviv,4500000,25
4846,15/12/2017,Ironi Kiryat Shmona,6050000,23
4847,15/12/2017,Hapoel Jerusalem,2250000,21
4848,15/12/2017,Maccabi Bnei Reineh,0,
4849,15/12/2017,Hapoel Hadera,1600000,21
4850,15/12/2017,Ihud Bnei Sakhnin,5700000,26
4851,15/12/2017,Sekzia Ness Ziona,175000,8
4852,15/12/2017,Maccabi Petah Tikva,7730000,25
4853,15/12/2017,Bnei Yehuda Tel Aviv,6250000,23
4854,15/12/2017,Hapoel Nof HaGalil,1600000,21
4855,15/12/2017,Hapoel Umm al-Fahm,450000,9
4856,15/12/2017,Hapoel Ramat Gan,1200000,21
4857,15/12/2017,Hapoel Rishon leZion,1100000,23
4858,15/12/2017,Hapoel Petah Tikva,2700000,22
4859,15/12/2017,Ironi Tiberias,325000,13
4860,15/12/2017,SC Kfar Qasem,300000,15
4861,15/12/2017,Hapoel Kfar Saba,1980000,23
4862,15/12/2017,Hapoel Acre,2250000,24
4863,15/12/2017,Hapoel Ramat haSharon,1250000,26
4864,15/12/2017,Agudat Sport Ashdod,225000,4
4865,15/12/2017,Hapoel Afula,1500000,22
4866,15/12/2017,Hapoel Raanana,7980000,24
4867,15/12/2017,Hapoel Ashkelon,7980000,24
4868,30/12/2017,Hapoel Raanana,7980000,24
4869,30/12/2017,Hapoel Ashkelon,7980000,24
4870,01/01/2018,Maccabi Haifa,15550000,26
4871,01/01/2018,Maccabi Tel Aviv,24200000,26
4872,01/01/2018,Hapoel Beer Sheva,19450000,29
4873,01/01/2018,Maccabi Netanya,4450000,25
4874,01/01/2018,FC Ashdod,3950000,25
4875,01/01/2018,Beitar Jerusalem,12800000,23
4876,01/01/2018,Hapoel Haifa,7080000,24
4877,01/01/2018,Hapoel Tel Aviv,3800000,24
4878,01/01/2018,Ironi Kiryat Shmona,6050000,23
4879,01/01/2018,Hapoel Jerusalem,2250000,21
4880,01/01/2018,Maccabi Bnei Reineh,0,
4881,01/01/2018,Hapoel Hadera,1950000,22
4882,01/01/2018,Ihud Bnei Sakhnin,5700000,27
4883,01/01/2018,Sekzia Ness Ziona,175000,10
4884,01/01/2018,Maccabi Petah Tikva,7730000,25
4885,01/01/2018,Bnei Yehuda Tel Aviv,6250000,23
4886,01/01/2018,Hapoel Nof HaGalil,1600000,21
4887,01/01/2018,Hapoel Umm al-Fahm,450000,9
4888,01/01/2018,Hapoel Ramat Gan,1200000,21
4889,01/01/2018,Hapoel Rishon leZion,1100000,23
4890,01/01/2018,Hapoel Petah Tikva,2700000,22
4891,01/01/2018,Ironi Tiberias,325000,13
4892,01/01/2018,SC Kfar Qasem,275000,14
4893,01/01/2018,Hapoel Kfar Saba,1980000,23
4894,01/01/2018,Hapoel Acre,2250000,24
4895,01/01/2018,Hapoel Ramat haSharon,1250000,26
4896,01/01/2018,Agudat Sport Ashdod,225000,4
4897,01/01/2018,Hapoel Afula,1500000,22
4898,01/01/2018,Hapoel Raanana,7980000,24
4899,01/01/2018,Hapoel Ashkelon,7980000,24
4900,15/01/2018,Maccabi Haifa,15050000,25
4901,15/01/2018,Maccabi Tel Aviv,23200000,24
4902,15/01/2018,Hapoel Beer Sheva,19450000,29
4903,15/01/2018,Maccabi Netanya,4350000,24
4904,15/01/2018,FC Ashdod,4780000,29
4905,15/01/2018,Beitar Jerusalem,12650000,23
4906,15/01/2018,Hapoel Haifa,7780000,26
4907,15/01/2018,Hapoel Tel Aviv,4400000,25
4908,15/01/2018,Ironi Kiryat Shmona,6050000,23
4909,15/01/2018,Hapoel Jerusalem,2350000,22
4910,15/01/2018,Maccabi Bnei Reineh,0,
4911,15/01/2018,Hapoel Hadera,2200000,22
4912,15/01/2018,Ihud Bnei Sakhnin,5700000,26
4913,15/01/2018,Sekzia Ness Ziona,175000,16
4914,15/01/2018,Maccabi Petah Tikva,8130000,26
4915,15/01/2018,Bnei Yehuda Tel Aviv,5730000,22
4916,15/01/2018,Hapoel Nof HaGalil,1650000,23
4917,15/01/2018,Hapoel Umm al-Fahm,450000,9
4918,15/01/2018,Hapoel Ramat Gan,1200000,21
4919,15/01/2018,Hapoel Rishon leZion,1050000,22
4920,15/01/2018,Hapoel Petah Tikva,2700000,22
4921,15/01/2018,Ironi Tiberias,325000,13
4922,15/01/2018,SC Kfar Qasem,375000,17
4923,15/01/2018,Hapoel Kfar Saba,1980000,23
4924,15/01/2018,Hapoel Acre,2100000,23
4925,15/01/2018,Hapoel Ramat haSharon,1480000,28
4926,15/01/2018,Agudat Sport Ashdod,225000,4
4927,15/01/2018,Hapoel Afula,1750000,23
4928,15/01/2018,Hapoel Raanana,7980000,24
4929,15/01/2018,Hapoel Ashkelon,7980000,24
4930,30/01/2018,Hapoel Raanana,7980000,24
4931,30/01/2018,Hapoel Ashkelon,7980000,24
4932,01/02/2018,Maccabi Haifa,14650000,24
4933,01/02/2018,Maccabi Tel Aviv,21900000,24
4934,01/02/2018,Hapoel Beer Sheva,20950000,30
4935,01/02/2018,Maccabi Netanya,4350000,24
4936,01/02/2018,FC Ashdod,5530000,30
4937,01/02/2018,Beitar Jerusalem,12300000,23
4938,01/02/2018,Hapoel Haifa,7930000,24
4939,01/02/2018,Hapoel Tel Aviv,4000000,22
4940,01/02/2018,Ironi Kiryat Shmona,5550000,21
4941,01/02/2018,Hapoel Jerusalem,2480000,24
4942,01/02/2018,Maccabi Bnei Reineh,0,
4943,01/02/2018,Hapoel Hadera,2200000,21
4944,01/02/2018,Ihud Bnei Sakhnin,5250000,24
4945,01/02/2018,Sekzia Ness Ziona,175000,17
4946,01/02/2018,Maccabi Petah Tikva,8480000,26
4947,01/02/2018,Bnei Yehuda Tel Aviv,5630000,20
4948,01/02/2018,Hapoel Nof HaGalil,1550000,24
4949,01/02/2018,Hapoel Umm al-Fahm,650000,10
4950,01/02/2018,Hapoel Ramat Gan,1600000,24
4951,01/02/2018,Hapoel Rishon leZion,1050000,22
4952,01/02/2018,Hapoel Petah Tikva,2700000,22
4953,01/02/2018,Ironi Tiberias,325000,13
4954,01/02/2018,SC Kfar Qasem,375000,18
4955,01/02/2018,Hapoel Kfar Saba,2100000,23
4956,01/02/2018,Hapoel Acre,2900000,26
4957,01/02/2018,Hapoel Ramat haSharon,1480000,28
4958,01/02/2018,Agudat Sport Ashdod,225000,4
4959,01/02/2018,Hapoel Afula,1700000,23
4960,01/02/2018,Hapoel Raanana,7980000,24
4961,01/02/2018,Hapoel Ashkelon,7980000,24
4962,15/02/2018,Maccabi Haifa,14650000,24
4963,15/02/2018,Maccabi Tel Aviv,21900000,24
4964,15/02/2018,Hapoel Beer Sheva,20550000,29
4965,15/02/2018,Maccabi Netanya,4880000,26
4966,15/02/2018,FC Ashdod,5900000,28
4967,15/02/2018,Beitar Jerusalem,12280000,22
4968,15/02/2018,Hapoel Haifa,7930000,24
4969,15/02/2018,Hapoel Tel Aviv,4200000,23
4970,15/02/2018,Ironi Kiryat Shmona,5380000,21
4971,15/02/2018,Hapoel Jerusalem,2300000,24
4972,15/02/2018,Maccabi Bnei Reineh,0,
4973,15/02/2018,Hapoel Hadera,2300000,24
4974,15/02/2018,Ihud Bnei Sakhnin,5850000,29
4975,15/02/2018,Sekzia Ness Ziona,175000,19
4976,15/02/2018,Maccabi Petah Tikva,8080000,23
4977,15/02/2018,Bnei Yehuda Tel Aviv,5230000,20
4978,15/02/2018,Hapoel Nof HaGalil,1450000,23
4979,15/02/2018,Hapoel Umm al-Fahm,650000,10
4980,15/02/2018,Hapoel Ramat Gan,1300000,24
4981,15/02/2018,Hapoel Rishon leZion,1080000,24
4982,15/02/2018,Hapoel Petah Tikva,2300000,23
4983,15/02/2018,Ironi Tiberias,325000,13
4984,15/02/2018,SC Kfar Qasem,375000,18
4985,15/02/2018,Hapoel Kfar Saba,2700000,25
4986,15/02/2018,Hapoel Acre,2650000,23
4987,15/02/2018,Hapoel Ramat haSharon,1480000,28
4988,15/02/2018,Agudat Sport Ashdod,225000,4
4989,15/02/2018,Hapoel Afula,1850000,24
4990,15/02/2018,Hapoel Raanana,7980000,24
4991,15/02/2018,Hapoel Ashkelon,7980000,24
4992,01/03/2018,Maccabi Haifa,14650000,24
4993,01/03/2018,Maccabi Tel Aviv,21900000,24
4994,01/03/2018,Hapoel Beer Sheva,20550000,29
4995,01/03/2018,Maccabi Netanya,4880000,26
4996,01/03/2018,FC Ashdod,5900000,28
4997,01/03/2018,Beitar Jerusalem,12280000,22
4998,01/03/2018,Hapoel Haifa,7930000,24
4999,01/03/2018,Hapoel Tel Aviv,4200000,23
5000,01/03/2018,Ironi Kiryat Shmona,5380000,21
5001,01/03/2018,Hapoel Jerusalem,2300000,24
5002,01/03/2018,Maccabi Bnei Reineh,0,
5003,01/03/2018,Hapoel Hadera,2180000,24
5004,01/03/2018,Ihud Bnei Sakhnin,5850000,29
5005,01/03/2018,Sekzia Ness Ziona,175000,19
5006,01/03/2018,Maccabi Petah Tikva,8080000,23
5007,01/03/2018,Bnei Yehuda Tel Aviv,5230000,20
5008,01/03/2018,Hapoel Nof HaGalil,1450000,23
5009,01/03/2018,Hapoel Umm al-Fahm,650000,10
5010,01/03/2018,Hapoel Ramat Gan,1300000,24
